API Key,API کلیدي,
API Secret,API پټې,
Address,پته,
Amount,اندازه,
Assigned To,ته ګمارل شوي,
Assignment,دندې,
Auth Token,آوت توکن,
Color,رنګ,
Columns,ستونونه,
Comment,څرګندونه,
Completed,بشپړ شوي,
Condition,حالت,
Contact,تماس,
Contacts,د اړيکې,
Content,منځپانګه,
Currency,د اسعارو,
Date,نېټه,
Default,default,
Description,Description,
Details,په بشپړه توګه کتل,
DocType,دډاکټ ډول,
Document Type,سند ډول,
Due Date,د تاریخ په مطابق,
Duration,موده,
Email,بریښنالیک,
Enabled,وتوانول شوه,
End Date,د پای نیټه,
Expired,تېر شوی,
Failed,کې پاتې راغی,
Filters,چاڼګرونه,
First Name,اول نوم,
Friday,جمعه,
From,له,
From Date,له نېټه,
From User,د کارونکي څخه,
Full Name,پوره نوم,
Gender,د جندر,
Group By,ډله په,
High,د عالي,
ID,ID,
Icon,شبیه,
Image,د انځور,
In Progress,د پرمختګ په حال کې,
Is Default,ده Default,
Is Primary,لومړنی دی,
Is Standard,آیا د معياري,
Kanban,Kanban,
Key,کلیدي,
Keyboard Shortcuts,کيلي لنډلار,
Label,لیبل,
Last Name,کورنۍ نوم,
Left,کيڼ,
List,بشپړفهرست,
Log,يادښت,
Low,ټیټ,
Medium,منځني,
Mention,ذکر کول,
Message,پیغام,
Middle Name,منځنی نوم,
Mobile No,د موبايل په هيڅ,
Monday,دوشنبه,
Naming Series,نوم لړۍ,
Note,یادښت,
Owner,خاوند,
Pending,په تمه,
Phone,تيليفون,
Position,حالت,
Priority,د لومړیتوب,
Public,د عامې,
Queued,له پيله,
Quick Entry,د چټک انفاذ,
Read,ادامه,
Reference Doctype,ماخذ DocType,
Reference Document Type,د حوالې سند ډول,
Reference Name,د سرچینې نوم,
Reload,Reload,
Right,حق,
Role,رول,
Sales Manager,خرڅلاو مدير,
Sales User,خرڅلاو کارن,
Salutation,سلام,
Saturday,شنبه,
Script,د ښونکی,
Session Defaults,د ناستې ټاکل,
Source,سرچینه,
Source Name,سرچینه نوم,
Start Date,پیل نېټه,
Start Time,د پيل وخت,
Status,وضعیت,
Sunday,یک شنبه,
System Manager,سيستم مدير,
Task,کاري,
Thursday,پنجشنبه,
Title,نوم,
Title Field,عنوان ساحوي,
To,ته,
To Date,نن ورځ,
To User,کارونکي ته,
Tuesday,سه شنبه,
Twilio Number,دوهم نمبر,
Twilio Settings,دوهم ځل تنظیمونه,
Type,ډول,
User,کارن,
User Name,د کارونکي نوم,
Validity,د اعتبار,
View Website,محتویات وېب پاڼه,
Website,وېب پاڼه,
Wednesday,چهارشنبه,
blue,آبي,
green,شین,
list,لیست,
orange,نارنج,
purple,ارغواني,
red,سور,
yellow,ژیړ,
